"Timestamp","Sexo","Edad","País","Ocupación","Orientación Sexual","¿Eres segura/seguro de ti mismo?","¿Te sientes segura/seguro estando sola/solo? ","¿Dependes de otras personas para animarte a realizar nuevas actividades?","¿Necesitas saber que hay gente que respalda tu opinión para poder expresarla?","¿Temes por ""terminar solo""? ","De las siguientes características, ¿con cuáles te identificas? ","Te aburres fácilmente.","Te consideras una persona celosa.","Te consideras una persona emocionalmente inestable.","Te consideras una persona ansiosa.","Eres buena/bueno mintiendo","Te gusta sentirte deseada / deseado."," ¿Qué tanto estás dispuesto a soportar maltrato físico o psicológico con tal de que una persona se quede a tu lado?","Cuando estás en una relación, ¿Qué tan a menudo sientes de forma espontánea que la relación va a acabar?","¿Actualmente tienes pareja?","¿Alguna vez has regresado con una ex pareja?","¿Qué le dirías a tu ex pareja si la vieras de nuevo?","¿Cómo sería tu pareja ideal?","¿Alguna vez has sido infiel?","¿Por qué fuiste infiel?","¿Alguna vez te han sido infiel?","Antes de haber sido infiel, ¿a ti te fueron infiel?","¿Has perdonado alguna infidelidad?","¿Te han perdonado alguna infidelidad?","¿Crees en la monogámia?","¿Cuántas parejas has tenido en toda tu vida?","¿Cuáles fueron las principales razónes por las que fuiste infiel?","En promedio, ¿Cuánto dinero le dedicas/dedicabas a tu pareja al mes? ","En promedio, ¿Cuántas horas a la semana pasas/pasabas con tu pareja?","¿Cuánto ha durado tu relación más larga?","¿Consideras que tu pareja te satisface/satisfizo en todos los ámbitos?","¿Tienes relaciones sexuales con personas que no conoces frecuentemente?","Tu pareja te amenaza con dejarte porque no quieres mantener relaciones sexuales con ella/él, tú...","¿Consideras la posibilidad de tener hijos?","¿Por qué te gustaría/no te gustaría tener hijos?","¿Cuántos hijos tienes/te gustaría tener?"
"2021/06/15 7:42:03 pm GMT-5","Masculino","21","México","Estudiante","Bisexual","No","Sí","No","Sí","No","Autoanulación.;Necesidad de agradar.","2","1","2","1","4","5","1","1","Sí","Sí","Hola! Qué tal, cuánto tiempo sin coincidir, espero que te encuentres muy bien [si percibiera un ambiente positivo seguiría con ""te gustaría conversar un rato?""; pero si noto que no es el caso optaría por desear lo mejor, tipo ""te deseo lo mejor, mucho éxito!"". Por supuesto, todo esto dependería del intercambio de palabras que tengamos en el momento, pues no sería adecuado que tome decisiones unilaterales)","Al principio pensé en decir ""no tengo un ideal de pareja"", pero sería una mentira piadosa. Mi pareja ideal sería alguien con quien sintiéramos apoyo y correspondencia emocional en todo momento, con la posibilidad de que nos desenvolvamos de forma libre sin temor a que la otra persona juzgue y/o realicé acciones denigrantes. Mi pareja ideal tendría coincidencia mayoritaria o total con mi pensamiento político. En términos de la relación, mi ideal sería una pareja con quien acordemos tener una relación abierta o poliamorosa, llena de diálogos y acuerdos de por medio, que tengamos una sintonía sexual muy grande, pero que no por ello se deje de lado todo el valor emocional (léase ""romántico"")","Sí","Porque me pasé de copas y en ese momento tenía ganas de experimentar las dinámicas de pedas (es decir, me dejé llevar por el ""lo que sucede en la peda se queda en la peda""). También influyó qué en ese momento sentía dudas en torno a mi conformidad con la relación, pero no fue el factor de mayor peso","Sí","Sí","Sí","Sí","Sí","Depende. Formales? Tres. Informales? 5. Si bien sé que esta pregunta no es el mejor espacio, me gustaría hacer una precisión: sí creo en la monogamia, pero no creo que sea la única dinámica de relación posible ni la más deseable (así como tampoco lo es la poligamia)","El deseo de tener más experiencias, con otras personas (la coma es intencional: el deseo se enfoca más en tener más experiencias que en las personas con quien se tienen)","600","10","En términos formales? 4 meses y medio. Considerando lapsos de relación informal? Es complicado definir porque no hay un consenso con la otra persona, pero desde mi concepción fueron poco menos de 2 años y medio","Sí","No","Aceptas pero sabes que gradualmente eso te desgastará y terminarás dejandola/dejandolo.","Tal vez","Por mi parte me da curiosidad saber cómo sería unx hijx de quien sea padre, pero sé que es un motivo muy endeble e incluso cuestionable, motivo por el que no quisiera tenerle. Pero si mi(s) pareja(s) desea(n) tener conmigo, me dan muchas ganas de ser un padre increíble, de cuidarle con mucho amor y de construir el proyecto de forma colaborativa de forma responsable y adecuada, situación en que el deseo de tenerle(s) se hace patente","0 o 1. Si mi(s) pareja(s) deseara(n) más, podríamos dialogar al respecto y apoyaría con pleno deseo y acuerdo hasta 2, pero no es mi ideal"
"2021/06/15 7:42:16 pm GMT-5","Masculino","21","México","Estudiante","Heterosexual","Sí","Sí","No","No","No","Necesidad de acceso continuo al compañero.","3","3","2","3","5","4","1","1","Sí","No","Hola animal","Que me guste, como mi novia","No","No he sido infiel.","No","No he sido infiel.","No me han sido infiel.","No he sido infiel.","No","6","No he sido infiel.","3000","20","1 año","Sí","No","Te niegas y la/lo dejas.","Sí","No se","20"
"2021/06/15 7:44:59 pm GMT-5","Femenino","21","México ","Estudiante","Heterosexual","Sí","Sí","Sí","No","No","Lugar prioritario de la relación.;Deseos de exclusividad.;Déficit de habilidades sociales","4","2","2","5","4","5","1","2","Sí","No","Que había mucha presión social y fue algo que no debió pasar","Inteligente, respetuoso, que me admire, que yo lo admiré, que tengamos una buena conexión, que nos sintamos realmente a gusto el uno con el otro ","Sí","Me sentí atraída y por alguien mas","Sí","Sí","Sí","No","Sí","Estables y formales 5","Me sentí atraída por alguien más ","500","24","Un año y 2 meses ","Sí","No","Te niegas y la/lo dejas.","Sí","Me gustaría porque me gustan los niños y me emociona la idea de poder criarlos de buena manera y que crezcan en un ambiente agradable para su desarrollo ","4"
"2021/06/15 8:03:11 pm GMT-5","Femenino","21","México ","Estudiante","Heterosexual","Sí","Sí","Sí","No","No","Lugar prioritario de la relación.;Deseos de exclusividad.;Déficit de habilidades sociales","4","2","2","5","4","5","1","2","Sí","No","Que había mucha presión social y fue algo que no debió pasar","Inteligente, respetuoso, que me admire, que yo lo admiré, que tengamos una buena conexión, que nos sintamos realmente a gusto el uno con el otro ","Sí","Me sentí atraída y por alguien mas","Sí","Sí","Sí","No","Sí","Estables y formales 5","Me sentí atraída por alguien más ","500","24","Un año y 2 meses ","Sí","No","Te niegas y la/lo dejas.","Sí","Me gustaría porque me gustan los niños y me emociona la idea de poder criarlos de buena manera y que crezcan en un ambiente agradable para su desarrollo ","4"
"2021/06/15 8:03:19 pm GMT-5","Femenino","21","México ","Estudiante","Heterosexual","No","Sí","No","Sí","No","Baja autoestima.;Déficit de habilidades sociales","4","2","3","5","5","1","1","1","No","No","Hay que ser compas","Chistoso, alto","No","No he sido infiel.","Sí","No he sido infiel.","No me han sido infiel.","No he sido infiel.","Sí","2","No he sido infiel.","0","5","2 meses","Sí","No","Te niegas y la/lo dejas.","No","Sobrepoblación y contaminación ","0"
"2021/06/15 8:06:53 pm GMT-5","Femenino","20","México","Estudiante","Bisexual","Sí","Sí","No","No","No","Lugar prioritario de la relación.;Necesidad de acceso continuo al compañero.;Deseos de exclusividad.;Déficit de habilidades sociales","3","2","4","5","4","5","2","1","Sí","Sí","Preguntaría cómo está y que hace ","Determinado, atento, interesante","No","No he sido infiel.","No","No he sido infiel.","No me han sido infiel.","No he sido infiel.","Sí","3","No he sido infiel.","500","6","2 años 4 meses","Sí","No","Te niegas pero tratas de convencerla/convencerlo de que la amas/lo amas.","Tal vez","Me gustaría ejercer crianza respetuosa ","1"
"2021/06/15 8:14:34 pm GMT-5","Femenino","20","México ","Estudiante","Heterosexual","Sí","Sí","No","No","No","Necesidad de agradar.;Déficit de habilidades sociales","3","1","4","3","2","3","1","4","No","No","¿Cómo has estado? Espero que te esté yendo bien :) ","Con responsabilidad afectiva, honesto, fiel, respetuoso, sentimental, bailarín jaja, ético, empatico, con iniciativa, seguro de sí mismo, entre muchas cosas más :p","No","No he sido infiel.","No","No he sido infiel.","No me han sido infiel.","No he sido infiel.","Sí","2","No he sido infiel.","100","2.5","2 meses ","No","No","Te niegas y la/lo dejas.","Tal vez","Se me hace una gran responsabilidad, además en unos años no sabremos cómo estará el mundo económicamente ni climáticamente hablando, pero aún así se me hace algo muy bello. ","1, tal vez 2 "
"2021/06/15 8:16:48 pm GMT-5","Femenino","20","México","Estudiante","Asexual","No","Sí","No","Sí","No","Baja autoestima.;Estado de ánimo disfórico.;Autoanulación.;Necesidad de agradar.;Déficit de habilidades sociales","4","3","3","5","3","2","1","5","No","No","Nada.","No lo sé.","No","No he sido infiel.","No","No he sido infiel.","No me han sido infiel.","No he sido infiel.","No","0","No he sido infiel.","0","0","una semana","No","No","","No","","0"
"2021/06/15 8:30:06 pm GMT-5","Masculino","21","México ","Estudiante","Heterosexual","Sí","Sí","Sí","Sí","No","Estado de ánimo disfórico.;Lugar prioritario de la relación.;Necesidad de acceso continuo al compañero.;Autoanulación.;Deseos de exclusividad.","4","3","3","5","5","5","1","3","No","Sí","Vuelve el perro arrepentido ","","No","No he sido infiel.","Sí","No he sido infiel.","Sí","No he sido infiel.","Sí","3","No he sido infiel.","1500","5","9 meses","Sí","No","","Sí","","2"
"2021/06/15 8:33:35 pm GMT-5","Femenino","21","México","Estudiante","Bisexual","Sí","Sí","Sí","Sí","No","Deseos de exclusividad.;Déficit de habilidades sociales","2","2","5","4","4","4","1","1","No","Sí","Gracias por haber terminado la relación tóxica que teníamos. En ese momento no tenía la fuerza emocional para hacerlo","","No","No he sido infiel.","Sí","No he sido infiel.","Sí","No he sido infiel.","Sí","2","No he sido infiel.","1000","30","2 años","No","No","Te niegas y la/lo dejas.","Tal vez","No creo ser capaz de criar y apoyar a un hij@ correctamente, hablando de lo emocionalmente y demás. Solo le daría una vida de calidad en lo que al dinero respecta","0"
"2021/06/15 8:42:28 pm GMT-5","Masculino","21","México","Estudiante","Heterosexual","Sí","Sí","Sí","Sí","Sí","Estado de ánimo disfórico.;Necesidad de agradar.;Deseos de exclusividad.","4","3","3","4","5","4","1","2","No","Sí","Te extraño. ","Qué luche por sus sueños, que me apoye y que ambos salgamos adelante. ","Sí","Desquite. ","No","No","No me han sido infiel.","Sí","Sí","4","Lujuria. ","300","6","Medio año. ","Sí","Sí","Aceptas pero sabes que gradualmente eso te desgastará y terminarás dejandola/dejandolo.","Tal vez","Sueños propios. ","3"
"2021/06/15 9:37:42 pm GMT-5","Masculino","46","México","Carpintero","Heterosexual","Sí","Sí","No","No","No","Lugar prioritario de la relación.","3","1","1","1","1","1","1","1","Sí","No","Hola","Optimista","No","No he sido infiel.","No","No he sido infiel.","No me han sido infiel.","No he sido infiel.","Sí","1","No he sido infiel.","2000","15","22 años","Sí","No","Te niegas pero tratas de convencerla/convencerlo de que la amas/lo amas.","Sí","","3"
"2021/06/15 9:40:01 pm GMT-5","Masculino","31","México","Profesor","Heterosexual","Sí","Sí","No","No","No","Necesidad de agradar.","4","1","2","2","4","5","1","1","Sí","Sí","No la saludaría","Graciosa amable inteligente guapa","No","No he sido infiel.","No","No he sido infiel.","No","No","No","3","No he sido infiel.","3mil pesos","20","8años","No","No","Te niegas y la/lo dejas.","No","No por el medio ambiente","0"
"2021/06/15 9:59:42 pm GMT-5","Femenino","46","CDMX","Empleada ","Heterosexual","Sí","Sí","Sí","No","No","Autoanulación.","4","4","1","1","2","3","1","1","Sí","No","Gracias por salir de mi vida","Como es ahorita en todos los aspectos ","Sí","Por ","Sí","Sí","Sí","No","Sí","3","Por la falta de atención ","500","48","19 años ","Sí","No","Te niegas pero tratas de convencerla/convencerlo de que la amas/lo amas.","Sí","Porque ya los tengo","3"
"2021/06/15 10:04:59 pm GMT-5","Femenino","21","Mexico","Trabajador","Heterosexual","Sí","No","Sí","Sí","Sí","Miedo a la soledad.;Lugar prioritario de la relación.;Necesidad de agradar.;Deseos de exclusividad.","3","3","3","4","4","5","1","4","Sí","Sí","Qué suerte en su vida. ","Una persona leal","Sí","Por despecho. ","Sí","Sí","Sí","Sí","Sí","1","Despecho y rencor","5000","24/7","6 años","Sí","No","Te niegas pero tratas de convencerla/convencerlo de que la amas/lo amas.","No","Responsabilidad ","1"
"2021/06/15 10:13:18 pm GMT-5","Masculino","21","México ","Estudiante","Heterosexual","Sí","Sí","Sí","No","No","Miedo a la soledad.;Lugar prioritario de la relación.","4","1","2","2","2","5","1","1","No","No","Hola y adiós ","Mejor que yo ","Sí","Ojete ","No","No","Sí","No","No","2","Ojete y con el tiempo me aburrí ","1500","3","1 año y 3 meses","No","Sí","Te niegas y la/lo dejas.","Tal vez","Para verlos crecer/ la seguridad ","Dos o tres "
"2021/06/15 10:18:33 pm GMT-5","Femenino","21","Mexico","Estudiante","Sin definir","Sí","Sí","No","No","No","Necesidad de agradar.;Deseos de exclusividad.;Ocupar un papel inferior en la relación de pareja","4","2","3","4","5","4","1","3","Sí","Sí","Nada","No intento idealizar a mi pareja futura","Sí","Ya no me importaba la relación","Sí","Sí","Sí","No","No","2","Falta de interés","500 pesos","20","2 años","Sí","No","Te niegas y la/lo dejas.","Tal vez","","2"
"2021/06/15 10:19:43 pm GMT-5","Masculino","18","Mexico ","Estudiante","Heterosexual","Sí","Sí","No","No","No","Miedo a la soledad.;Necesidad de acceso continuo al compañero.;Deseos de exclusividad.","4","1","1","3","2","5","1","3","No","No","Me alegra saber que estás bien y eres feliz ","No sabría describirla, no tengo una estereotipo de mi pareja ideal ","No","No he sido infiel.","No","No","No","No he sido infiel.","Sí","4","No he sido infiel.","500","15","2 años ","Sí","No","Te niegas y la/lo dejas.","No","No quisiera ","Ninguno "
"2021/06/15 10:20:28 pm GMT-5","Femenino","21","Mexico","Trabajador","Heterosexual","Sí","No","Sí","Sí","Sí","Miedo a la soledad.;Lugar prioritario de la relación.;Necesidad de agradar.;Deseos de exclusividad.","3","3","3","4","4","5","1","4","Sí","Sí","Qué suerte en su vida. ","Una persona leal","Sí","Por despecho. ","Sí","Sí","Sí","Sí","Sí","1","Despecho y rencor","5000","24/7","6 años","Sí","No","Te niegas pero tratas de convencerla/convencerlo de que la amas/lo amas.","No","Responsabilidad ","1"
"2021/06/15 10:23:32 pm GMT-5","Femenino","19","México","Estudiante","Heterosexual","No","Sí","Sí","Sí","No","Baja autoestima.;Estado de ánimo disfórico.;Lugar prioritario de la relación.;Autoanulación.;Deseos de exclusividad.;Déficit de habilidades sociales;Ocupar un papel inferior en la relación de pareja","2","3","5","5","5","2","5","5","Sí","Sí","Nada","No sé ","No","No he sido infiel.","Sí","No he sido infiel.","Sí","No he sido infiel.","Sí","3","No he sido infiel.","No sé","Casi diario de 9-9","2 años casi tres","No","No","Aceptas por miedo a que te deje.","No","Porque soy una mierda "," No"
"2021/06/15 10:35:55 pm GMT-5","Femenino","54 ","54","Empleada","Heterosexual","Sí","Sí","No","No","No","Lugar prioritario de la relación.","3","3","1","1","3","4","1","1","Sí","No","No sé ","La qué tengo","No","No he sido infiel.","No","No he sido infiel.","No me han sido infiel.","No he sido infiel.","Sí","1","No he sido infiel","No lo sé ","21","Llevomos 32 años juntos","Sí","No","Te niegas pero tratas de convencerla/convencerlo de que la amas/lo amas.","Sí","Tengo 2","Tengo 2"
"2021/06/15 10:47:52 pm GMT-5","Femenino","21","México ","Estudiante","Heterosexual","No","Sí","No","No","No","Baja autoestima.;Necesidad de agradar.;Deseos de exclusividad.","3","5","4","3","5","5","1","4","No","No","Nada","Alguien serio ","No","No he sido infiel.","Sí","No he sido infiel.","No","No he sido infiel.","Sí","3","No he sido infiel.","2000","15","3 años","No","No","Te niegas y la/lo dejas.","No","Tengo otras metas","0"
"2021/06/15 10:50:42 pm GMT-5","Femenino","23","México","Estudiante","Heterosexual","Sí","Sí","No","No","No","Ocupar un papel inferior en la relación de pareja","4","2","1","3","2","4","1","1","Sí","Sí","Nads","Amable, educado y con aspiración de crecimiento","No","No he sido infiel.","Sí","No he sido infiel.","Sí","No he sido infiel.","Sí","4","No he sido infiel.","2000","12","4 años","Sí","No","Te niegas y la/lo dejas.","Sí","Adoro los niños y la idea de tener un hijo","2"
"2021/06/15 11:14:11 pm GMT-5","Femenino","26","Chile ","Trabajadora dependiente - psicóloga ","Pansexual","Sí","Sí","No","Sí","No","Necesidad de acceso continuo al compañero.;Deseos de exclusividad.","2","4","3","3","3","4","1","2","Sí","No","No estaba enamorada, pero me ayudaste a saber qué es lo que no quiero. ","Inteligente, tranquilx, compañerx","No","No he sido infiel.","No","No he sido infiel.","No me han sido infiel.","No he sido infiel.","Sí","2","No he sido infiel.","30000 CLP","64 (virtual) ","4 años ","Sí","No","Te niegas pero tratas de convencerla/convencerlo de que la amas/lo amas.","Tal vez","Me interesa la idea de adoptar y criar, pienso que podría tener la capacidad y deseos de cuidar, querer, educar y proteger un NNJ. Pero me inclino más a no querer, pues sé el desgaste que genera, no tengo paciencia, me gusta el silencio y la autonomía. Además, no creo que el mundo necesite más gente. ","2"
"2021/06/15 11:17:02 pm GMT-5","Femenino","26","México ","Docente ","Heterosexual","Sí","Sí","No","No","No","Necesidad de acceso continuo al compañero.;Ocupar un papel inferior en la relación de pareja","1","2","5","2","1","4","2","2","Sí","No","Que deseo que le esté yendo bonito. ","Cariñosa y respetuosa. ","No","No he sido infiel.","Sí","No he sido infiel.","Sí","No he sido infiel.","No","5","No he sido infiel.","2000/3000 pero es mutuo ","40-50","4 años ","No","No","Te niegas y la/lo dejas.","No","Porque no considero cuidar a una persona como parte de mis planes. ","0"
"2021/06/15 11:26:51 pm GMT-5","Femenino","21","México tercermundista","Estudiante","Heterosexual","No","Sí","Sí","No","No","Baja autoestima.;Miedo a la soledad.;Estado de ánimo disfórico.;Autoanulación.;Deseos de exclusividad.","3","1","2","4","4","3","1","1","No","Sí","Nada","Buena persona ","No","No he sido infiel.","No","No he sido infiel.","No me han sido infiel.","No he sido infiel.","No","0","No he sido infiel.","0","0","0","No","No","Te niegas y la/lo dejas.","No","No los necesito ahora ","0"
"2021/06/15 11:35:37 pm GMT-5","Masculino","24","México","Estudiante","Bisexual","Sí","Sí","No","No","Sí","Necesidad de agradar.;Déficit de habilidades sociales","4","2","1","2","3","4","1","2","Sí","Sí","Preferiría que no me viera jajaja no quiero que tenga mi una chance más de volverme a dañar","Pues con que haya comunicación, confianza y cariño, todo lo demás solito sale. Puntos bonus si tiene gustos parecidos/me enseña cosas que le apasionan y que yo no sepa, mejor aún si es consciente de sí misma","No","No he sido infiel.","No","No he sido infiel.","No me han sido infiel.","No he sido infiel.","Sí","9","No he sido infiel.","Unos 700","12","Dos años y casi un mes","Sí","No","Te niegas pero tratas de convencerla/convencerlo de que la amas/lo amas.","Tal vez","Preferiría adoptar más que tener hijos biológicos; ya sabes, sobrepoblación. Los niños tienen derecho a tener familia y a veces ni eso tienen. Y sí quisiera porque creo que la razón por la que estamos aquí es para aprender, compartir y agradecer. Sería mi manera de devolverle al mundo lo que me ha dado, y hacer mi mejor esfuerzo por darle al mundo una buena persona, que nunca sobran","Si llego a tener, uno o dos. Si yo llegara a faltar, no quisiera que se quedaran sin alguien más en el mundo"
"2021/06/15 11:37:05 pm GMT-5","Masculino","23","México","Empleado","Heterosexual","Sí","Sí","No","No","No","Necesidad de agradar.;Deseos de exclusividad.","2","2","1","2","1","4","1","3","Sí","Sí","Que no quiero volver ","Una pareja estable y que crezca conmigo a la par","No","No he sido infiel.","Sí","No he sido infiel.","No","No he sido infiel.","Sí","5","No he sido infiel.","500","5","2 años","Sí","No","Te niegas y la/lo dejas.","Sí","Si quiero tener","1 "
"2021/06/16 12:19:40 am GMT-5","Femenino","21","México","Estudiante","Heterosexual","Sí","Sí","No","Sí","No","Necesidad de agradar.","2","1","1","1","4","4","1","1","No","Sí","Que le vaya bien y mucha buena vibra.","Que me atraiga físicamente, divertido, amable, respetuoso, honesto, sin vicios y con metas.","No","No he sido infiel.","No","No he sido infiel.","No","No he sido infiel.","Sí","4","No he sido infiel.","100","5","6 meses","Sí","No","Te niegas y la/lo dejas.","Tal vez","Porque sería increíble y bonito ver crecer a una pequeña persona que salió de ti.","1-2"
"2021/06/16 12:20:42 am GMT-5","Masculino","19","México","Estudiante","Heterosexual","No","Sí","No","Sí","No","Baja autoestima.;Lugar prioritario de la relación.;Necesidad de acceso continuo al compañero.;Autoanulación.;Deseos de exclusividad.;Ocupar un papel inferior en la relación de pareja","4","4","4","4","1","2","2","4","No","Sí","CHINGAS A TODA TU REPUTÍSIMA MADRE MORRA PENDEJA CHÚPAME LAS PELOTAS Y VETE MUCHO A LA MIERDA HIJA DE TU PUTO PADRE","Por donde empezar?","Sí","Era joven, me pareció fácil hablar con más de una persona a la vez, me arrepiento mucho de ello.","Sí","No","No","No","Sí","7","Por culero y mierda, lo siento DIOS","$200-$500","5-6","5 meses","No","No","Aceptas pero sabes que gradualmente eso te desgastará y terminarás dejandola/dejandolo.","Sí","Porque quiero ver a un hijo crecer, nada me daría más satisfacción que eso","1/2"
"2021/06/16 12:26:48 am GMT-5","Masculino","20","México ","Estudiante","Bisexual","No","No","No","No","Sí","Baja autoestima.;Miedo a la soledad.;Estado de ánimo disfórico.;Necesidad de acceso continuo al compañero.","5","3","4","4","5","5","1","4","No","Sí","Chinga tu madre","Que me quiera y me trate bonito ","No","No he sido infiel.","Sí","Sí","Sí","No he sido infiel.","No","6","No he sido infiel.","1000","7","2 años","No","Sí","Aceptas pero sabes que gradualmente eso te desgastará y terminarás dejandola/dejandolo.","Tal vez","Para criar a alguien como yo pero es mucho dinero y tiempo","1 o 2"
"2021/06/16 1:33:48 am GMT-5","Femenino","22","México","Repartidor en motocicleta","Heterosexual","Sí","Sí","Sí","No","Sí","Miedo a la soledad.;Lugar prioritario de la relación.;Necesidad de acceso continuo al compañero.;Autoanulación.;Deseos de exclusividad.","4","3","2","3","4","5","1","1","No","Sí","Aún pienso que te necesito cuando me siento mal, te busco y a veces no estás para mí pero eso me hace pensar que no te importo y mi ánimo empeora","No tengo un ideal, sólo quiero alguien que escuche y ponga atención a lo que digo","Sí","Porque no pensé en las consecuencias ","Sí","Sí","Sí","Sí","Sí","2","Me había enojado con mi ex pareja y busqué una excusa tonta para pelear y terminar la relación ","2000","50","3 años y 5 meses","No","Sí","Te niegas pero tratas de convencerla/convencerlo de que la amas/lo amas.","Tal vez","Por costumbre social","Hasta 4"
"2021/06/16 2:20:57 am GMT-5","Masculino","17","México ","Estudiante","Heterosexual","Sí","Sí","No","No","No","Deseos de exclusividad.;Déficit de habilidades sociales","4","2","4","3","4","4","1","1","No","No","Que tal buenas tardes, desaparece de mi vista por favor. ","Alguien independientemente capaz. ","No","No he sido infiel.","No","No he sido infiel.","No me han sido infiel.","No he sido infiel.","Sí","3","No he sido infiel.","300 pesos","12","6 meses","No","No","Te niegas y la/lo dejas.","No","Quiero tener una vida propia y prospera, tener un hijo solamente destruirá la mayoría de mis metas. ","0-1"
"2021/06/16 6:04:54 am GMT-5","Femenino","18","México","Estudiante","Pansexual","No","Sí","Sí","Sí","No","Baja autoestima.;Autoanulación.;Necesidad de agradar.;Déficit de habilidades sociales","4","1","5","4","1","5","2","2","Sí","No","Le saludaría normal, pero no buscaría pasar mucho tiempo con ella. ","Atenta, cariñosa, que me motive a hacer cosas nuevas y a seguir mis sueños y que también siga los suyos. ","No","No he sido infiel.","Sí","Me han sido infiel y depués de ello yo NO he sido infiel.","No","No he sido infiel.","Sí","4","No he sido infiel.","Nada, jaja","8","9 meses ","Sí","No","Te niegas y la/lo dejas.","Tal vez","Quizá es que aún no me siento preparada para llevar a cabo esa responsabilidad tan enorme, no sé si pueda hacerlo en un futuro no tan próximo. ","Ninguno, jaja"
"2021/06/16 6:54:42 am GMT-5","Masculino","18","Mexico ","Estudiante","Heterosexual","Sí","Sí","No","No","No","Miedo a la soledad.;Necesidad de acceso continuo al compañero.;Deseos de exclusividad.","4","1","1","3","2","5","1","3","No","No","Me alegra saber que estás bien y eres feliz ","No sabría describirla, no tengo una estereotipo de mi pareja ideal ","No","No he sido infiel.","No","No","No","No he sido infiel.","Sí","4","No he sido infiel.","500","15","2 años ","Sí","No","Te niegas y la/lo dejas.","No","No quisiera ","Ninguno "
"2021/06/16 8:13:46 am GMT-5","Femenino","21","México","Estudiante","Heterosexual","Sí","Sí","No","Sí","No","Lugar prioritario de la relación.;Déficit de habilidades sociales","3","2","1","1","1","4","1","3","No","No","Vete alv","Buen sentido del humor, divertido, agradable y que sea cerrado a conocer cosas nuevas.","No","No he sido infiel.","Sí","No he sido infiel.","Sí","No he sido infiel.","Sí","2","No he sido infiel.","500","12 horas","6 meses ","No","No","Te niegas y la/lo dejas.","No","Es mucha responsabilidad para mí","0"
"2021/06/16 9:28:34 am GMT-5","Masculino","16","Mexico","Estudiante","Heterosexual","Sí","Sí","No","No","Sí","Lugar prioritario de la relación.;Necesidad de agradar.;Deseos de exclusividad.","2","3","2","2","4","4","3","2","No","No","Me da gusto que seas feliz","Que tambien tenga la mismanage emocion que yo al tenerme, y me ame como yo a ella ","No","No he sido infiel.","No","Me han sido infiel y depués de ello yo NO he sido infiel.","No me han sido infiel.","No he sido infiel.","No","2","No he sido infiel.","50","5","5 meses ","Sí","No","Te niegas y la/lo dejas.","Tal vez","Me gustaria porque quisiera a alguien para apoyarlo en todo
","2"
"2021/06/16 10:44:21 am GMT-5","Femenino","20","México ","Estudiante","Heterosexual","Sí","Sí","No","No","No","Déficit de habilidades sociales","4","2","2","2","1","4","1","1","No","No","Lo saludo y si se da una plática pues sin problema.","","No","No he sido infiel.","Sí","Me han sido infiel y depués de ello yo NO he sido infiel.","No","No he sido infiel.","No","4","No he sido infiel.","800","12","Medio año","Sí","No","Te niegas y la/lo dejas.","No","","0"
"2021/06/16 10:59:03 am GMT-5","Femenino","25","Cdmx","Laboratorista clínico","Heterosexual","Sí","No","No","No","Sí","Estado de ánimo disfórico.;Necesidad de agradar.;Deseos de exclusividad.","3","3","3","4","2","5","1","5","No","Sí","Lo amo pero no puedo estar con el","Honesta, romántico, caballeroso y sencillo","Sí","Venganza","Sí","Sí","Sí","Sí","Sí","7","Venganza","1000","7/7","Un año","No","No","Te niegas pero tratas de convencerla/convencerlo de que la amas/lo amas.","Sí","Ya los tengo","3"
"2021/06/16 12:10:53 pm GMT-5","Masculino","18","Mexico ","Estudiante","Heterosexual","Sí","Sí","No","No","No","Miedo a la soledad.;Necesidad de acceso continuo al compañero.;Deseos de exclusividad.","4","1","1","3","2","5","1","3","No","No","Me alegra saber que estás bien y eres feliz ","No sabría describirla, no tengo una estereotipo de mi pareja ideal ","No","No he sido infiel.","No","No","No","No he sido infiel.","Sí","4","No he sido infiel.","500","15","2 años ","Sí","No","Te niegas y la/lo dejas.","No","No quisiera ","Ninguno "
"2021/06/16 1:11:53 pm GMT-5","Femenino","21","México ","Estudiante","Heterosexual","Sí","Sí","Sí","No","No","Deseos de exclusividad.","2","4","1","4","3","4","1","3","No","No","Que es mejor mantenernos alejados por mi bien ","Un compañero, que busque las mismas ambiciones que yo y me apoye en cada aventura ","No","No he sido infiel.","Sí","No he sido infiel.","No","No he sido infiel.","No","3","No he sido infiel.","500","6","Medio año ","No","No","Te niegas y la/lo dejas.","No","El mundo no necesita más humanos ","0"
"2021/06/16 2:15:43 pm GMT-5","Femenino","28","México ","Estudiante","Heterosexual","No","No","No","No","No","Lugar prioritario de la relación.;Necesidad de agradar.","1","5","4","3","5","5","3","3","Sí","Sí","Que no  aprendí lo suficiente ","No la hay ","No","No he sido infiel.","Sí","Me han sido infiel y depués de ello yo NO he sido infiel.","Sí","No","Sí","3","No he sido infiel.","1000 ","8","6 años ","No","No","Te niegas pero tratas de convencerla/convencerlo de que la amas/lo amas.","Sí","Porque me gustan los bebes ","2"
